Serial,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,AQI, pm25, pm10, o3, no2, so2, co,wd,Year,Month
1889,2019/5/25,28,22,0,13.3,6,52,18,26,26,24,40,49,67,5.3,1011,28,10,160,29,187,86,31,36,9,2,4,5,2019,5
1890,2019/5/26,23,18,0,8.7,5,45,20,24,24,22,44,92,83,25.4,1009,23,7,160,30,180,84,35,46,11,2,6,6,2019,5
1891,2019/5/27,32,19,0,9.9,6,38,19,27,27,25,27,79,72,12.3,1007,32,9,135,18,223,97,29,47,12,2,6,0,2019,5
1892,2019/5/28,26,19,0,14,6,31,7,22,22,22,20,17,40,0,1016,26,10,38,16,188,65,53,47,38,2,9,1,2019,5
1893,2019/5/29,30,19,0,13.3,6,23,5,24,24,24,10,35,31,0,1015,30,10,179,8,290,117,46,64,23,2,7,2,2019,5
1894,2019/5/30,26,19,0,14,5,16,13,24,24,23,20,38,55,0,1012,26,10,142,16,188,81,57,67,22,2,9,3,2019,5
1895,2019/5/31,27,21,0,12.2,5,12,15,24,24,23,15,59,65,4.8,1011,27,10,169,12,318,143,39,50,15,2,8,4,2019,5
1896,2019/6/1,27,20,0,14,6,0,17,24,24,23,10,39,70,0,1010,27,20,115,9,253,106,29,59,12,2,7,5,2019,6
1897,2019/6/2,28,20,0,14,6,0,18,25,25,24,12,28,72,0,1007,28,10,132,10,175,76,36,68,12,2,8,6,2019,6
1898,2019/6/3,29,20,0,14,7,0,19,26,26,25,17,5,71,0,1007,29,10,129,14,213,94,42,82,15,2,7,0,2019,6
1899,2019/6/4,33,22,0,13.4,6,6,21,29,29,27,14,33,76,0.1,1008,33,9,121,11,240,102,48,71,12,2,5,1,2019,6
1900,2019/6/5,32,22,0,14,7,13,21,29,29,26,22,18,75,0,1009,32,10,126,17,304,125,36,37,11,1,5,2,2019,6
1901,2019/6/6,33,24,0,8.8,6,21,21,30,30,28,38,69,71,0.3,1004,33,10,192,27,177,83,27,48,10,2,4,3,2019,6
1902,2019/6/7,30,23,0,14.1,7,28,16,27,27,26,19,14,58,0,1009,30,10,220,16,150,75,31,68,10,1,4,4,2019,6
1903,2019/6/8,29,21,0,14.1,7,36,17,26,26,25,15,6,64,0,1008,29,10,122,13,183,85,31,68,8,1,4,5,2019,6
1904,2019/6/9,31,22,0,14.1,7,44,19,28,28,25,15,20,71,0,1004,31,15,129,13,177,83,46,45,15,1,6,6,2019,6
1905,2019/6/10,30,22,0,12.2,6,51,21,28,28,26,14,60,74,3.1,1004,30,19,118,11,300,120,33,48,10,1,4,0,2019,6
1906,2019/6/11,29,23,0,14.1,7,59,17,27,27,26,14,20,62,0,1008,29,15,47,12,210,93,27,47,9,2,4,1,2019,6
1907,2019/6/12,27,21,0,14.1,6,66,16,25,25,23,14,36,64,0,1010,27,15,126,12,137,71,29,42,10,2,4,2,2019,6
1908,2019/6/13,22,21,0,8.8,5,74,17,21,23,21,19,70,76,11.9,1008,22,18,121,15,167,80,26,48,11,2,3,3,2019,6
1909,2019/6/14,28,20,0,14.1,7,81,15,24,24,24,14,31,59,0,1006,28,20,44,12,150,74,58,125,18,3,6,4,2019,6
1910,2019/6/15,34,23,0,14.1,7,89,15,28,28,28,10,10,50,0,1006,34,20,200,9,313,137,71,124,17,5,6,5,2019,6
1911,2019/6/16,32,26,0,14.5,7,96,16,29,29,29,14,23,49,0,1008,32,20,136,11,332,162,46,58,15,5,3,6,2019,6
1912,2019/6/17,29,26,0,14.5,7,100,16,28,28,27,22,37,50,0,1010,29,19,162,17,223,97,23,33,15,2,5,0,2019,6
1913,2019/6/18,23,22,0,9.1,5,89,21,25,25,23,20,98,87,31,1007,23,10,196,15,138,71,33,36,15,1,5,1,2019,6
1914,2019/6/19,29,19,0,10.1,6,81,21,26,26,24,10,65,78,0,1006,29,11,179,8,227,98,26,31,11,1,4,2,2019,6
1915,2019/6/20,25,22,0,9.1,5,73,20,25,25,23,16,88,82,1.6,1006,25,10,117,13,173,82,22,31,9,2,4,3,2019,6
1916,2019/6/21,23,22,0,9.1,5,66,21,25,25,23,16,87,87,5.4,1005,23,8,76,12,140,72,35,37,11,2,4,4,2019,6
1917,2019/6/22,29,21,0,14.5,7,58,19,27,27,25,11,21,67,0,1006,29,10,59,10,220,96,35,47,8,1,4,5,2019,6
1918,2019/6/23,29,22,0,14.5,7,51,17,26,26,24,13,32,66,0,1008,29,10,56,11,203,91,28,54,8,2,3,6,2019,6
1919,2019/6/24,26,22,0,12.3,5,43,17,26,26,24,19,52,68,0,1011,26,10,122,16,257,107,26,35,9,1,3,0,2019,6
1920,2019/6/25,26,22,0,10.2,5,36,19,26,26,24,22,69,74,0.4,1010,26,9,125,18,125,60,27,23,17,1,4,1,2019,6
1921,2019/6/26,26,21,0,9.1,5,28,20,25,25,23,13,93,84,31,1005,26,9,105,10,143,73,36,68,16,1,4,2,2019,6
1922,2019/6/27,30,23,0,12.3,6,21,21,28,28,26,9,51,75,0.1,1002,30,10,117,8,237,101,48,98,15,2,4,3,2019,6
1923,2019/6/28,34,24,0,14.5,8,13,23,33,33,29,14,23,72,0,1000,34,10,141,11,280,114,45,33,21,1,7,4,2019,6
1924,2019/6/29,31,28,0,9.1,6,6,25,35,35,29,11,67,77,3.1,998,31,10,221,9,277,113,25,38,19,1,6,5,2019,6
1925,2019/6/30,31,25,0,9.1,6,0,24,32,32,28,8,88,81,29.2,1001,31,8,220,5,153,76,23,38,14,1,4,6,2019,6
1926,2019/7/1,33,24,0,9.1,6,0,22,31,31,28,15,81,72,16.8,1005,33,9,75,10,125,64,25,48,14,1,4,0,2019,7
1927,2019/7/2,26,23,0,9,5,0,21,27,27,24,16,79,83,34.7,1008,26,8,88,12,133,70,33,50,10,1,4,1,2019,7
1928,2019/7/3,26,22,0,10.1,6,2,22,27,27,25,18,79,84,4.1,1006,26,10,78,14,197,89,42,51,12,1,5,2,2019,7
1929,2019/7/4,31,23,0,13.4,6,9,19,28,28,26,11,33,68,0,1006,31,10,102,9,270,111,44,52,12,1,4,3,2019,7
1930,2019/7/5,31,21,0,11.2,5,16,19,27,27,25,15,56,70,8,1003,31,9,111,12,253,106,42,51,10,1,3,4,2019,7
1931,2019/7/6,30,25,0,14.5,7,24,21,29,29,27,18,16,71,1.2,1000,30,10,139,15,257,107,40,96,12,1,6,5,2019,7
1932,2019/7/7,35,25,0,12.3,7,31,22,33,33,30,16,44,65,6.4,1001,35,9,230,13,220,96,52,88,15,3,7,6,2019,7
1933,2019/7/8,33,26,0,13.4,6,38,21,31,31,29,12,29,61,0.2,1004,33,10,197,10,312,136,23,30,10,2,3,0,2019,7
1934,2019/7/9,24,22,0,9,5,45,21,26,26,24,19,93,85,12.8,1003,24,9,80,14,138,69,24,32,16,2,5,1,2019,7
1935,2019/7/10,26,18,0,9,5,53,20,26,26,24,11,90,79,7.9,1003,26,9,45,8,150,65,42,47,21,2,6,2,2019,7
1936,2019/7/11,30,23,0,13.4,6,60,21,29,29,26,9,41,73,0.8,1008,30,10,135,7,312,136,34,32,16,3,5,3,2019,7
1937,2019/7/12,28,23,0,10.1,6,67,23,28,28,26,13,75,83,5.2,1006,28,10,105,10,223,97,16,38,9,2,4,4,2019,7
1938,2019/7/13,24,18,0,8.8,5,74,21,25,25,23,15,100,88,38.3,1002,24,7,63,12,138,58,38,75,14,1,5,5,2019,7
1939,2019/7/14,30,23,0,14,7,82,21,28,28,26,10,45,74,0,1004,30,10,87,8,223,97,33,51,9,1,3,6,2019,7
1940,2019/7/15,31,24,0,14,7,89,22,30,30,27,14,19,75,0,1005,31,10,121,11,173,82,26,30,9,2,3,0,2019,7
1941,2019/7/16,28,24,0,8.5,6,96,23,29,29,26,18,90,84,0.3,1007,28,10,100,14,133,70,32,34,9,1,3,1,2019,7
1942,2019/7/17,30,26,0,13.3,6,100,24,32,32,28,28,55,79,0,1006,30,10,136,21,163,79,22,15,8,1,3,2,2019,7
1943,2019/7/18,32,26,0,9.7,7,89,25,34,34,29,19,67,78,1.2,1003,32,10,98,15,112,62,19,17,9,1,3,3,2019,7
1944,2019/7/19,32,27,0,8.5,6,82,23,33,33,29,20,90,74,0.5,999,32,10,118,16,138,59,34,43,15,1,5,4,2019,7
1945,2019/7/20,32,26,0,10.9,7,75,23,33,33,29,13,67,71,0.1,1002,32,10,261,10,177,83,47,79,15,2,4,5,2019,7
1946,2019/7/21,35,28,0,12.1,7,67,25,37,37,31,13,39,72,7.6,1004,35,9,112,10,270,111,44,70,11,1,4,6,2019,7
1947,2019/7/22,35,28,0,13.5,7,60,25,37,37,31,16,29,74,0.1,1003,35,10,160,13,237,101,42,89,13,2,3,0,2019,7
1948,2019/7/23,35,28,0,13.5,8,53,24,37,37,31,19,14,67,0,1002,35,10,180,15,177,83,49,74,21,2,5,1,2019,7
1949,2019/7/24,36,30,0,10.9,7,46,25,40,40,33,15,44,67,2.6,1002,36,10,192,12,237,101,53,66,23,2,5,2,2019,7
1950,2019/7/25,37,31,0,12.1,7,38,25,41,41,33,14,37,63,1,1004,37,10,209,11,270,111,58,83,21,2,6,3,2019,7
1951,2019/7/26,37,31,0,12.1,8,31,25,42,42,34,11,40,62,1.5,1003,37,10,199,9,311,134,50,62,21,3,5,4,2019,7
1952,2019/7/27,34,31,0,10.8,7,24,25,39,39,32,13,56,69,1,1003,34,10,168,10,277,113,39,57,10,2,3,5,2019,7
1953,2019/7/28,34,29,0,13.4,8,16,25,37,37,31,25,30,68,0,1005,34,10,164,19,167,80,33,73,11,2,2,6,2019,7
1954,2019/7/29,35,29,0,13.4,8,9,25,38,38,32,25,6,68,0,1006,35,10,168,19,123,67,34,82,13,3,2,0,2019,7
1955,2019/7/30,36,29,0,13.4,8,2,25,39,39,32,19,8,66,0,1006,36,10,173,15,125,58,29,52,12,2,4,1,2019,7
1956,2019/7/31,34,29,0,13.4,8,0,24,37,37,31,23,5,69,0,1007,34,10,160,19,112,56,30,34,10,2,3,2,2019,7
1957,2019/8/1,33,28,0,13.4,8,0,24,36,36,30,27,9,70,0,1008,33,10,150,21,112,52,25,23,9,2,3,3,2019,8
1958,2019/8/2,33,28,0,13.4,8,5,24,35,35,30,23,16,71,0,1008,33,10,138,19,112,54,29,20,9,2,3,4,2019,8
1959,2019/8/3,33,28,0,8.3,7,12,24,35,35,30,21,68,70,5,1007,33,10,101,16,138,63,27,15,11,1,5,5,2019,8
1960,2019/8/4,33,28,0,13.3,7,20,25,36,36,30,21,45,73,0.1,1006,33,9,125,17,125,45,29,18,8,1,4,6,2019,8
1961,2019/8/5,33,28,0,13.3,7,27,24,35,35,30,22,37,72,0.2,1006,33,10,126,17,125,54,28,32,8,2,4,0,2019,8
1962,2019/8/6,34,27,0,13.3,8,34,24,35,35,30,16,21,69,0,1005,34,10,119,13,137,71,42,34,9,2,4,1,2019,8
1963,2019/8/7,33,27,0,13.3,8,42,24,35,35,30,17,26,71,0,1004,33,10,124,14,193,88,30,14,8,2,4,2,2019,8
1964,2019/8/8,35,28,0,12,7,49,25,37,37,31,21,56,71,1,1003,35,10,100,17,125,64,28,11,6,1,4,3,2019,8
1965,2019/8/9,32,25,0,8.3,7,56,24,34,34,29,42,79,75,27.5,999,32,9,70,28,138,60,20,32,3,1,5,4,2019,8
1966,2019/8/10,31,23,0,8.3,6,63,25,32,32,27,61,94,82,89.1,986,31,7,102,40,150,56,17,30,8,1,6,5,2019,8
1967,2019/8/11,31,23,0,9.5,6,71,24,32,32,28,37,75,78,24,989,31,8,232,28,162,38,35,66,14,2,7,6,2019,8
1968,2019/8/12,34,27,0,13.2,8,78,22,34,34,30,19,12,62,0,998,34,10,261,15,175,71,49,66,23,2,8,0,2019,8
1969,2019/8/13,35,29,0,8.3,7,85,23,36,36,31,10,77,63,8.4,1001,35,9,144,7,243,103,53,108,19,2,8,1,2019,8
1970,2019/8/14,36,28,0,13.2,7,92,23,36,36,32,5,40,60,0.7,1001,36,10,129,4,290,117,49,92,15,3,10,2,2019,8
1971,2019/8/15,33,27,0,8.2,7,100,23,34,34,30,15,65,64,0.8,998,33,10,296,12,302,123,56,122,14,2,9,3,2019,8
1972,2019/8/16,35,29,0,13.2,7,100,23,37,37,32,10,37,63,0.9,1000,35,10,240,9,327,155,61,129,16,4,9,4,2019,8
1973,2019/8/17,37,31,0,13.1,7,86,24,40,40,33,10,17,62,0.1,1003,37,10,199,9,318,143,56,71,16,2,8,5,2019,8
1974,2019/8/18,35,29,0,10.7,7,78,24,37,37,31,10,47,67,6.9,1005,35,10,114,8,306,128,33,60,14,2,7,6,2019,8
1975,2019/8/19,33,27,0,10.7,7,71,23,33,33,30,14,52,68,9,1008,33,9,90,10,162,73,29,53,12,2,7,0,2019,8
1976,2019/8/20,32,26,0,13.1,6,64,21,31,31,29,12,30,65,0,1008,32,10,90,10,162,69,45,86,16,3,7,1,2019,8
1977,2019/8/21,35,26,0,13.1,7,57,22,33,33,30,8,29,66,0.1,1006,35,10,127,7,203,91,54,77,15,2,6,2,2019,8
1978,2019/8/22,35,28,0,12,7,49,23,35,35,30,8,34,65,0.2,1008,35,10,100,7,270,111,45,47,14,2,6,3,2019,8
1979,2019/8/23,33,28,0,12,7,42,23,34,34,30,18,47,70,13.3,1010,33,9,76,12,257,107,34,31,14,2,5,4,2019,8
1980,2019/8/24,33,27,0,9.4,7,35,24,36,36,30,17,71,73,19.9,1010,33,8,99,11,187,86,27,20,9,2,3,5,2019,8
1981,2019/8/25,33,28,0,8.1,7,28,25,36,36,30,24,70,74,7.8,1009,33,9,121,16,125,62,33,64,12,2,4,6,2019,8
1982,2019/8/26,36,29,0,13,8,20,25,39,39,32,22,19,70,0,1007,36,10,176,17,138,71,46,67,22,2,5,0,2019,8
1983,2019/8/27,36,27,0,13,7,13,25,39,39,32,15,38,70,18,1007,36,9,215,12,213,94,30,39,17,2,5,1,2019,8
1984,2019/8/28,34,26,0,9.4,7,6,25,36,36,30,12,71,72,19.9,1008,34,9,186,8,167,80,26,36,19,2,6,2,2019,8
1985,2019/8/29,24,20,0,8.1,5,0,20,26,26,24,18,80,79,25.8,1010,24,8,189,11,175,82,56,84,23,2,8,3,2019,8
1986,2019/8/30,34,20,0,12.9,6,0,20,29,29,27,8,19,64,0.1,1012,34,10,169,7,317,142,50,66,15,2,7,4,2019,8
1987,2019/8/31,30,25,0,12.9,7,0,20,28,28,27,14,28,67,0,1013,30,10,92,11,270,111,21,42,14,2,5,5,2019,8
1988,2019/9/1,25,22,0,8.1,5,9,20,26,26,24,19,85,78,15.1,1014,25,9,60,14,138,65,16,31,16,2,5,6,2019,9
1989,2019/9/2,26,20,0,8,5,16,22,27,27,24,22,95,90,126.8,1013,26,8,61,14,150,46,24,14,28,2,6,0,2019,9
1990,2019/9/3,27,22,0,8,6,24,22,28,28,25,13,76,84,119.6,1012,27,7,41,9,175,68,40,17,26,2,8,1,2019,9
1991,2019/9/4,30,25,0,9.3,6,32,23,30,30,27,15,71,79,16.7,1009,30,8,113,9,273,112,25,13,16,2,5,2,2019,9
1992,2019/9/5,32,24,0,12.8,7,39,24,33,33,28,14,25,77,0,1007,32,10,114,11,138,65,15,9,12,2,5,3,2019,9
1993,2019/9/6,31,26,0,11.9,6,47,22,31,31,28,22,50,71,1.1,1002,31,10,86,17,150,51,34,60,14,2,6,4,2019,9
1994,2019/9/7,32,25,0,12.8,6,54,22,31,31,28,23,48,68,0.4,1002,32,10,273,18,162,76,46,73,15,2,7,5,2019,9
1995,2019/9/8,33,27,0,12.8,7,62,21,32,32,29,7,32,62,0.4,1006,33,10,164,5,257,107,39,37,18,2,6,6,2019,9
1996,2019/9/9,34,25,0,12.7,6,69,22,31,31,28,7,39,70,0.4,1008,34,10,82,6,197,89,57,92,26,2,8,0,2019,9
1997,2019/9/10,33,27,0,12.7,8,77,23,34,34,30,12,6,69,0,1009,33,10,177,10,280,114,43,48,15,2,6,1,2019,9
1998,2019/9/11,33,27,0,12.7,6,84,23,33,33,29,12,28,72,0.5,1014,33,10,101,10,237,101,33,52,14,2,6,2,2019,9
1999,2019/9/12,32,26,0,11.9,6,92,22,32,32,28,12,44,71,0.3,1013,32,10,83,10,143,73,31,45,11,2,5,3,2019,9
2000,2019/9/13,32,25,0,12.7,7,99,21,30,30,28,10,19,70,0,1011,32,10,91,9,125,65,32,37,12,2,4,4,2019,9
2001,2019/9/14,32,25,0,12.6,6,100,21,30,30,28,12,40,66,0,1012,32,10,72,10,150,65,25,43,9,2,6,5,2019,9
2002,2019/9/15,29,25,0,9.2,6,85,21,29,29,27,14,63,69,2.2,1011,29,10,24,11,125,59,35,56,10,2,4,6,2019,9
2003,2019/9/16,30,24,0,12.6,7,78,17,27,27,26,16,14,56,0,1012,30,10,59,14,138,64,45,49,12,2,5,0,2019,9
2004,2019/9/17,30,24,0,11.6,7,70,18,28,28,26,18,30,63,0,1014,30,10,17,14,177,83,39,54,9,3,5,1,2019,9
2005,2019/9/18,29,24,0,11.6,7,63,16,27,27,26,23,25,56,0.2,1017,29,10,21,18,147,74,35,38,9,2,4,2,2019,9
2006,2019/9/19,27,21,0,11.6,6,55,15,25,25,24,20,7,58,0,1018,27,10,20,17,227,98,34,54,11,3,4,3,2019,9
2007,2019/9/20,27,22,0,11.6,5,48,15,26,26,24,19,29,58,0.1,1014,27,10,104,15,140,72,22,41,9,2,4,4,2019,9
2008,2019/9/21,24,16,0,6.1,5,40,17,24,24,21,32,82,73,3.5,1011,24,8,21,22,138,57,24,36,11,2,5,5,2019,9
2009,2019/9/22,22,17,0,6.1,5,33,17,20,23,20,40,95,75,8.5,1010,22,7,317,27,162,59,46,44,20,3,7,6,2019,9
2010,2019/9/23,27,16,0,7.4,5,25,15,24,24,23,17,61,61,0.8,1018,27,10,294,13,167,80,59,88,31,4,7,0,2019,9
2011,2019/9/24,29,19,0,11.6,7,18,15,25,25,24,8,16,57,0,1020,29,10,188,7,283,115,57,72,28,3,6,1,2019,9
2012,2019/9/25,29,22,0,11.6,7,10,15,26,26,25,7,19,55,0,1020,29,10,104,6,398,248,36,54,15,3,4,2,2019,9
2013,2019/9/26,28,20,0,11.6,7,2,16,26,26,24,9,10,61,0,1021,28,10,102,8,187,86,38,49,18,3,4,3,2019,9
2014,2019/9/27,29,21,0,11.6,6,0,17,26,26,24,5,45,65,0,1020,29,10,126,4,207,92,47,43,18,3,4,4,2019,9
2015,2019/9/28,30,22,0,11.6,6,0,18,27,27,25,8,28,65,0,1018,30,10,230,7,287,116,43,45,15,3,4,5,2019,9
2016,2019/9/29,30,23,0,11.6,6,0,18,27,27,26,9,30,66,0,1016,30,10,154,8,237,101,45,39,13,2,3,6,2019,9
2017,2019/9/30,28,22,0,6,6,5,19,27,27,25,12,71,73,1.6,1015,28,10,54,10,227,98,21,14,9,2,2,0,2019,9
2018,2019/10/1,25,21,0,8.8,5,12,21,26,26,24,35,82,85,54.7,1009,25,7,58,24,112,46,19,20,10,3,3,1,2019,10
2019,2019/10/2,28,17,0,6,6,19,21,26,26,24,32,81,77,16,1007,28,9,292,23,125,57,34,33,18,3,4,2,2019,10
2020,2019/10/3,30,24,0,10.2,6,27,21,28,28,26,7,41,72,0.8,1013,30,10,120,6,153,76,45,52,13,3,4,3,2019,10
2021,2019/10/4,30,24,0,10.2,6,34,21,29,29,26,14,50,76,1.5,1013,30,10,115,11,287,116,38,43,10,3,3,4,2019,10
2022,2019/10/5,27,21,0,8.8,5,41,17,26,26,24,19,59,68,0.2,1018,27,10,30,16,207,92,33,41,10,3,2,5,2019,10
2023,2019/10/6,26,20,0,11.6,6,48,13,24,24,22,13,35,58,0,1021,26,10,59,11,138,45,48,26,19,3,5,6,2019,10
2024,2019/10/7,26,21,0,8.8,5,56,14,24,24,23,9,65,58,0,1020,26,10,104,8,210,93,53,26,21,4,9,0,2019,10
2025,2019/10/8,24,20,0,8.8,5,63,14,23,23,22,14,60,63,0.2,1021,24,10,170,12,314,138,51,35,22,4,7,1,2019,10
2026,2019/10/9,25,19,0,11.6,6,70,13,22,22,22,13,17,59,0,1019,25,10,82,10,250,105,38,54,16,4,4,2,2019,10
2027,2019/10/10,26,20,0,11.6,6,77,14,24,24,22,13,32,58,0,1015,26,10,118,11,150,65,50,29,18,5,6,3,2019,10
2028,2019/10/11,26,21,0,8.7,5,85,14,24,24,23,14,51,59,0,1014,26,10,63,11,277,113,47,49,12,3,5,4,2019,10
2029,2019/10/12,26,22,0,11.6,5,92,15,25,25,23,17,55,62,0,1015,26,10,16,14,312,135,40,43,15,3,4,5,2019,10
2030,2019/10/13,26,21,0,11.6,5,99,16,25,25,23,13,53,64,0.2,1019,26,10,47,10,190,87,39,37,13,3,3,6,2019,10
2031,2019/10/14,26,19,0,10.2,5,100,14,24,24,22,18,60,63,0.9,1025,26,10,51,15,153,76,31,32,10,2,3,0,2019,10
2032,2019/10/15,19,17,0,7.3,4,86,9,18,18,18,20,49,57,0,1029,19,10,15,16,112,54,43,35,18,3,3,1,2019,10
2033,2019/10/16,21,17,0,5.8,4,79,12,19,19,19,15,77,66,1.6,1025,21,10,67,12,143,73,43,41,18,3,4,2,2019,10
2034,2019/10/17,22,18,0,5.8,5,72,14,20,21,20,14,84,70,3.6,1023,22,10,23,10,173,82,39,44,19,4,4,3,2019,10
2035,2019/10/18,23,17,0,11.6,6,64,12,20,21,20,14,26,59,0,1022,23,10,62,11,157,77,49,54,21,4,5,4,2019,10
2036,2019/10/19,25,18,0,11.6,6,57,14,23,23,22,13,1,59,0,1023,25,10,111,11,283,115,52,64,26,4,6,5,2019,10
2037,2019/10/20,26,19,0,11.2,5,50,14,24,24,22,10,14,58,0,1021,26,10,63,8,310,133,45,50,21,3,4,6,2019,10
2038,2019/10/21,24,18,0,8.7,5,43,13,23,23,22,12,16,58,0,1018,24,10,72,10,293,118,47,47,26,3,4,0,2019,10
2039,2019/10/22,24,18,0,8.7,6,35,12,21,21,21,11,36,61,0,1016,24,10,84,9,220,96,49,51,20,3,4,1,2019,10
2040,2019/10/23,25,20,0,8.7,5,28,13,22,22,21,10,57,59,2.2,1016,25,10,39,8,273,112,38,47,17,3,5,2,2019,10
2041,2019/10/24,23,19,0,7.2,5,21,14,20,21,20,16,68,67,11.4,1018,23,8,16,12,200,90,61,64,20,4,7,3,2019,10
2042,2019/10/25,24,19,0,7.2,5,13,12,21,21,21,11,49,59,0,1021,24,10,188,9,302,123,36,30,12,3,5,4,2019,10
2043,2019/10/26,20,17,0,4.2,4,6,10,19,19,19,15,87,57,0,1023,20,10,65,12,160,78,40,24,22,3,5,5,2019,10
2044,2019/10/28,23,17,0,8.7,5,0,9,20,20,20,9,24,51,0,1018,23,10,210,7,175,72,61,37,34,4,8,0,2019,10
2045,2019/10/29,25,16,0,8.7,6,1,8,22,22,21,13,1,49,0,1020,25,10,209,11,318,144,142,49,29,6,9,1,2019,10
2046,2019/10/30,26,18,0,8.7,6,8,11,23,23,22,8,0,49,0,1023,26,10,117,7,329,158,145,43,37,5,8,2,2019,10
2047,2019/10/31,26,20,0,8.7,6,12,11,23,23,23,9,1,48,0,1022,26,10,169,8,311,134,147,79,28,4,7,3,2019,10
2048,2019/11/1,24,18,0,7.2,5,24,9,21,21,21,10,48,49,0,1022,24,10,104,8,320,146,82,62,26,4,6,4,2019,11
2049,2019/11/2,24,17,0,8.7,6,31,11,20,20,20,10,39,59,0,1020,24,10,88,8,304,125,107,82,20,5,9,5,2019,11
2050,2019/11/3,25,19,0,8.7,6,39,11,22,22,22,12,17,54,0,1020,25,10,42,10,331,160,47,52,12,4,6,6,2019,11
2051,2019/11/4,22,18,0,5.6,4,46,12,19,21,19,15,51,60,0.4,1022,22,10,24,12,220,96,48,47,11,4,7,0,2019,11
2052,2019/11/5,22,17,0,8.7,6,54,10,19,20,19,13,2,54,0,1021,22,10,152,12,237,101,27,42,14,4,5,1,2019,11
2053,2019/11/6,21,16,0,7.2,4,61,9,18,19,18,10,50,54,0,1018,21,10,134,8,138,67,28,35,19,3,5,2,2019,11
2054,2019/11/7,20,16,0,5.6,4,69,10,18,18,18,13,63,58,2.2,1019,20,10,41,10,150,57,44,47,18,4,6,3,2019,11
2055,2019/11/8,20,15,0,8.7,5,76,7,17,18,17,17,25,52,0.1,1024,20,10,13,14,240,102,27,37,13,3,4,4,2019,11
2056,2019/11/9,23,17,0,8.7,6,84,7,20,20,20,8,0,45,0,1024,23,10,171,7,138,53,24,37,18,4,5,5,2019,11
2057,2019/11/10,23,16,0,8.7,6,91,7,19,20,19,12,3,47,0,1017,23,10,225,11,150,50,51,58,28,4,6,6,2019,11
2058,2019/11/11,26,18,0,8.7,6,99,4,21,21,21,10,4,35,0,1017,26,10,234,8,257,107,80,33,36,6,8,0,2019,11
2059,2019/11/12,21,16,0,8.7,5,100,10,19,19,19,19,34,57,0,1020,21,10,125,14,303,124,68,31,29,4,6,1,2019,11
2060,2019/11/13,19,15,0,5.5,4,86,7,18,18,18,22,59,52,0,1022,19,10,266,16,175,82,66,38,26,5,8,2,2019,11
2061,2019/11/14,20,13,0,8.7,5,78,-1,15,16,15,14,3,33,0,1026,20,10,122,12,305,127,72,31,16,4,5,3,2019,11
2062,2019/11/15,20,16,0,8.7,5,71,10,18,18,18,19,1,60,0,1020,20,10,160,16,150,75,56,44,22,5,5,4,2019,11
2063,2019/11/16,22,17,0,8.7,5,63,12,19,19,19,22,8,65,0,1016,22,10,157,16,150,72,42,51,23,5,6,5,2019,11
2064,2019/11/17,25,18,0,8.7,5,56,13,22,22,21,21,25,61,0,1015,25,10,191,15,162,78,43,32,23,5,7,6,2019,11
2065,2019/11/18,14,10,0,7.1,3,48,-2,12,13,12,25,71,40,0.1,1026,14,9,333,20,187,86,83,27,13,4,7,0,2019,11
2066,2019/11/19,16,9,0,8.7,4,41,-3,11,12,11,13,3,35,0,1029,16,10,171,11,309,132,98,28,14,5,6,1,2019,11
2067,2019/11/20,17,12,0,8.7,4,33,4,14,15,14,14,21,49,0,1029,17,10,62,11,243,103,68,31,21,3,5,2,2019,11
2068,2019/11/21,18,8,0,3.9,4,26,9,16,16,16,17,78,62,0.4,1025,18,10,113,13,160,78,34,25,26,2,4,3,2019,11
2069,2019/11/22,22,16,0,7.1,5,18,14,19,20,19,13,47,75,0,1021,22,10,84,10,150,56,45,20,32,4,6,4,2019,11
2070,2019/11/23,20,17,0,3.8,4,10,17,19,19,19,14,79,89,1.2,1018,20,7,107,10,173,82,37,17,27,3,5,5,2019,11
2071,2019/11/24,21,15,0,3.8,4,3,15,18,19,18,17,87,81,0.4,1020,21,7,172,13,150,72,36,28,20,3,6,6,2019,11
2072,2019/11/25,11,5,0,5.5,3,0,3,8,11,8,26,77,57,0,1032,11,10,67,21,227,98,30,25,11,2,4,0,2019,11
2073,2019/11/26,14,4,0,5.5,3,0,4,10,11,10,12,64,58,0,1029,14,10,88,10,125,57,25,20,20,3,4,1,2019,11
2074,2019/11/27,12,9,0,3.8,3,0,7,9,11,9,23,98,75,12.7,1028,12,8,321,17,125,62,20,23,18,2,4,2,2019,11
2075,2019/11/28,12,8,0,7.1,3,4,3,8,11,8,21,74,60,0.5,1031,12,8,121,17,138,64,33,23,15,3,5,3,2019,11
2076,2019/11/29,13,7,0,3.8,3,12,5,10,12,10,15,72,60,0,1031,13,10,34,12,138,68,32,20,20,2,5,4,2019,11
2077,2019/11/30,14,11,0,3.8,3,20,8,12,13,12,11,81,73,4,1027,14,9,79,8,138,71,25,17,28,2,5,5,2019,11
2079,2019/12/2,13,7,0,8.7,4,33,-3,8,10,8,22,15,43,0,1028,13,10,320,17,200,85,59,22,25,6,10,0,2019,12
